Restaurant Name,Locality,Cuisines,Average Cost for two,Aggregate rating
Biryani Mahal,Golambar,Biryani,600,3.6
Red Chilli,Khajpura,Chinese,500,3.6
Kapil Dev's Eleven,Lodipur,North Indian,1100,3.6
Sri Basant Vihar,Maurya Lok,North Indian,700,3.6
Italize,MG Road,Pizza,700,3.6
The Pasta Bar Veneto,MG Road,Italian,1000,3.6
Teddy Boy,Baner,North Indian,1300,3.6
18 Degrees Resto Lounge,Spot 18 Mall,North Indian,2200,3.6
Moti Mahal Delux Tandoori Trail,Kadru,North Indian,1100,3.6
The Urban Brava,Lalpur,Cafe,1100,3.6
The Creamery,Vesu,Ice Cream,300,3.6
The Food Lab,Vesu,Italian,1000,3.6
Kerala Cafe,Bhelupur,South Indian,400,3.6
Tandoor Villa,Nadesar,North Indian,700,3.6
Kamat Restaurant,Lawsons Bay,Andhra,700,3.6
Percolator Coffee House,Maharani Peta,Mughlai,600,3.6
D Cabana,Sagar Nagar,Continental,700,3.6
Istanbul Restaurant,Handsworth,Turkish,100,3.6
Zouk Tea Bar & Grill,Oxford Road,Indian,100,3.6
Ponderosa,Caravan Complex,Steak,200,3.6
Rocomamas,Green Point,Burger,300,3.6
The Paddington,Cinnamon Gardens,Cafe,2100,3.6
Kawa Sushi,Jardim Paulista,Sushi,200,3.5
Chick-fil-A,Albany,Fast Food,100,3.5
Henry Campbell's Steakhouse,Albany,Steak,100,3.5
Locos Grill & Pub,Albany,American,100,3.5
Longhorn Steakhouse,Albany,American,100,3.5
Shogun Japanese Steak House,Albany,Japanese,100,3.5
Whitebull Hotel,Armidale,Bar Food,100,3.5
Sconyers Bar B Que,Augusta,BBQ,100,3.5
Champps Americana,Dubuque,American,100,3.5
Happy Joe's Pizza & Ice Cream,Dubuque,Desserts,100,3.5
Los Aztecas,Dubuque,Mexican,100,3.5
Manna Java World Cafe,Dubuque,Breakfast,100,3.5
Sunshine Family Restaurant,Dubuque,American,100,3.5
Flaxton Gardens,Flaxton,Tea,100,3.5
Mr.,Macedon,Cafe,100,3.5
Hemingway's Island Grill,Pensacola Beach,Caribbean,100,3.5
Texas Roadhouse,Chubbuck,American,100,3.5
Chang Garden,Pocatello,Chinese,100,3.5
Outer Limits Fun Zone,Pocatello,Burger,100,3.5
Kahill's Steak-Fish Chophouse,South Sioux City,American,100,3.5
La Jalisco Supermercato,Valdosta,Mexican,100,3.5
Mori's Japanese Steakhouse & Sushi Bar,Valdosta,Japanese,100,3.5
The Thai Bowl,Waterloo,Thai,100,3.5
Rangrezz Restaurant,Agra Cantt,North Indian,800,3.5
Hot Stuff,Civil Lines,North Indian,600,3.5
Sagar Ratna,Tagore Town,South Indian,500,3.5
Bubby Fish & Chicken Corner,INA Colony,North Indian,400,3.5
La Roma Pizzeria,Ranjit Avenue,Fast Food,500,3.5
Bharawan Da Dhaba,Town Hall,North Indian,600,3.5
Surjit Food Plaza,White Avenue,North Indian,1100,3.5
Mokoholic Juice Bar,Mondha,Juices,400,3.5
Bapu Ki Kutia,Maharana Pratap Nagar,North Indian,600,3.5
Eram Rooftop,Unit 4,Asian,500,3.5
Zucca Pizzeria,Peelamedu,Pizza,700,3.5
Burger Point,Sector 15,Burger,400,3.5
Cakes At Bhawanas,Sector 15,Bakery,500,3.5
Green Chick Chop,Sector 15,Raw Meats,400,3.5
Juice On Go,Sector 15,Juices,200,3.5
Perfect Bake,Sector 15,Bakery,500,3.5
Subway,Sector 15,American,600,3.5
Queens Cakes,Sector 46,Bakery,300,3.5
Mister Mughal,Sector 86,Mughlai,700,3.5
Curlies,Anjuna Beach,Continental,1600,3.5
Mosaic - Country Inn & Suites by Carlson,Country Inn & Suites by Carlson,Continental,1900,3.5
Big Shot Bar - Country Inn & Suites,Country Inn & Suites By Carlson,Chinese,2300,3.5
Tughlaq,Cross Point Mall,North Indian,1100,3.5
Rred Hot Asian Bistro,Cyber Hub,Chinese,1500,3.5
Lazeez Food,DLF Galleria,Mughlai,900,3.5
Le Marche Sugar & Spice Cafe,DLF Galleria,Cafe,800,3.5
The Breakfast Club,DLF Galleria,Continental,600,3.5
Wai Yu Mun Ching,DLF Mega Mall,Chinese,900,3.5
Pita Pit,DLF Phase 1,Healthy Food,700,3.5
China Gatherings,DLF Phase 3,Chinese,600,3.5
Happy Beings,DLF Phase 3,North Indian,600,3.5
InstaDozza,DLF Phase 3,South Indian,300,3.5
Mom's Kitchen,DLF Phase 3,North Indian,400,3.5
Volt - By Plan B,DLF Phase 3,Mediterranean,1100,3.5
ZASTY,DLF Phase 3,Continental,600,3.5
Big Jack's,DLF Phase 4,Continental,900,3.5
Monster's Cafe,DLF Phase 4,Continental,1300,3.5
Mediumwelldone,DLF South Point Mall,American,1900,3.5
Sonya Bakery Cafe,DLF South Point Mall,Bakery,400,3.5
Go Kylin,Golf Course Road,Japanese,1600,3.5
Just for Chai,Golf Course Road,Cafe,500,3.5
The Gathering Hut,Golf Course Road,North Indian,800,3.5
L'Angoor,MG Road,American,2600,3.5
Uforia,MGF Mega City Mall,Continental,1600,3.5
Starbucks,MGF Metropolis Mall,Cafe,800,3.5
Phantom,MGF Metropolitan Mall,North Indian,1600,3.5
Sage,MGF Metropolitan Mall,Pizza,1000,3.5
Dilli 6 Express,Old Railway Road,North Indian,600,3.5
The Oven Artist,Old Railway Road,Bakery,900,3.5
Carl's Jr.,One Horizon Center,Burger,700,3.5
Shophouse by Kylin,One Horizon Center,Japanese,1600,3.5
Starbucks,One Horizon Center,Cafe,800,3.5
Cafe Rouge - Ramada,Ramada Gurgaon Central,North Eastern,1600,3.5
Konetto Pizza,Sector 14,Pizza,200,3.5
South Store,Sector 14,South Indian,300,3.5
ZASTY,Sector 15,Continental,600,3.5
Westí©ross,Sector 21,Italian,500,3.5
Backyard Underground,Sector 29,Continental,1500,3.5
Chin Chin,Sector 29,Chinese,1600,3.5
Gola Sizzlers,Sector 29,Chinese,1600,3.5
McDonald's,Sector 29,Fast Food,600,3.5
La Pino'z Pizza,Sector 31,Pizza,700,3.5
Om Sweets & Snacks,Sector 31,North Indian,600,3.5
The Kathi Rolls,Sector 31,Fast Food,500,3.5
Too Maach,Sector 56,Bengali,900,3.5
DCK- Dana Choga's Kitchen,Sector 7,North Indian,900,3.5
BreakfastBay,Sohna Road,Healthy Food,300,3.5
Cafe Maple Street,Sohna Road,Cafe,600,3.5
Little Skillet,Sohna Road,North Indian,600,3.5
Tandoori Nation,Sohna Road,North Indian,1000,3.5
Truffle Tangles,Sohna Road,Bakery,400,3.5
Patiala Shahi,Supermart 1,North Indian,900,3.5
Mummy's Kitchen,Sushant Lok,North Indian,200,3.5
Konomi - Trident Gurgaon,Trident,Japanese,3100,3.5
Town Hall,Two Horizon Center,Japanese,2600,3.5
Dunkin' Donuts,Unitech Cyber Park,Burger,700,3.5
Orange Chopsticks,Unitech Infospace,Chinese,1400,3.5
Alwar Sweets,Vyapar Kendra,Mithai,300,3.5
Urban Crave Express,IIT Kanpur,Cafe,700,3.5
Ali Baba & 41 Dishes,Panampilly Nagar,Kerala,500,3.5
Mocambo,Park Street Area,Continental,1100,3.5
Chemistry Cafí©,Gomti Nagar,Cafe,700,3.5
Hawai Adda,Aggar Nagar,North Indian,1600,3.5
Spice Cube,PAU,North Indian,1100,3.5
Hao Ming,Balmatta,Chinese,700,3.5
Kabab Studio,Goldfinch Hotel,North Indian,1600,3.5
Smoke N Oven,Kadri,Pizza,700,3.5
Green Leaf,Gokulam,North Indian,500,3.5
Big Chicken,Jayalakhsmipuram,North Indian,600,3.5
Tandooriwala,Kuvempunagar,North Indian,800,3.5
Eastern Spice,Bon Vivant,North Indian,900,3.5
12212,College Road,Fast Food,500,3.5
RiverDine Restaurant & Bar,College Road,North Indian,600,3.5
Hotel Radhakrishna,Satpur,Malwani,500,3.5
Waves,Adchini,North Indian,1600,3.5
Big Fat Sandwich,Ambience Mall,American,900,3.5
Punjabi By Nature Express,Ambience Mall,North Indian,700,3.5
Cafe Gainz,Anand Vihar,Healthy Food,400,3.5
Chaskaa,Anand Vihar,Chinese,700,3.5
Kays Bar-Be-Que,Ashok Vihar Phase 1,North Indian,800,3.5
The Master's Fast Food Centre,Ashok Vihar Phase 1,Fast Food,500,3.5
Bharat Sweets,Ashok Vihar Phase 2,Mithai,300,3.5
SGF - Spice Grill Flame,Ashok Vihar Phase 2,North Indian,600,3.5
Udta Punjab,Ashok Vihar Phase 3,North Indian,700,3.5
Arabian Nites,Basant Lok Market,Lebanese,500,3.5
Krips Restaurant,Basant Lok Market,North Indian,1100,3.5
McDonald's,Basant Lok Market,Fast Food,600,3.5
Yo! China,Basant Lok Market,Chinese,1400,3.5
Itäó»s Sinful,Chanakyapuri,Bakery,500,3.5
Jakoi,Chanakyapuri,Assamese,700,3.5
Special Jalebi Wala,Chandni Chowk,Mithai,200,3.5
Tewari Bros Confectioners,Chandni Chowk,Street Food,300,3.5
My Spice Kitchen,Chittaranjan Park,North Indian,700,3.5
"Game of Legends - Sports Bar, Grill, & Lounge",City Square Mall,North Indian,1500,3.5
1UP,Civil Lines,Cafe,1300,3.5
Bon Bon Pastry Shop,Community Centre,Bakery,200,3.5
Embassy,Connaught Place,North Indian,2100,3.5
Kake Da Hotel,Connaught Place,North Indian,700,3.5
Kebab Xpress,Connaught Place,North Indian,700,3.5
Moets Arabica,Connaught Place,Arabian,500,3.5
Pizza Hut,Connaught Place,Italian,1100,3.5
Quote - The Eclectic Bar and Lounge,Connaught Place,Finger Food,1800,3.5
Route 04,Connaught Place,Continental,1400,3.5
Sbarro,Connaught Place,Pizza,700,3.5
SSKY Bar & Lounge,Connaught Place,Mughlai,2900,3.5
Subway,Connaught Place,American,600,3.5
Taste of China,Connaught Place,Chinese,1300,3.5
The Luggage Room Kitchen And Bar,Connaught Place,North Indian,1500,3.5
Zen,Connaught Place,Chinese,1600,3.5
Burger Joint,Crescent Square Mall,Fast Food,400,3.5
Haldiram's,Cross River Mall,North Indian,700,3.5
Connexions Bar - Crowne Plaza,Crowne Plaza Hotel,Finger Food,2600,3.5
Infinity - Crowne Plaza,Crowne Plaza,Italian,3100,3.5
Cafe Desire,D Mall,North Indian,1100,3.5
Kake Di Hatti,D Mall,North Indian,500,3.5
Dilli Gate,Daryaganj,North Indian,600,3.5
4S Chinese Restaurant,Defence Colony,Chinese,800,3.5
Chakhnaa Wala,Defence Colony,Mughlai,500,3.5
Moets Curry Leaf,Defence Colony,North Indian,1600,3.5
Bihar ki Rasoi,Dilli Haat,Bihari,600,3.5
Mother Dairy Ice Cream,Dilli Haat,Desserts,300,3.5
Navdanya Organic Food Cafe,Dilli Haat,North Indian,500,3.5
Tashi Delek Food Stall,Dilli Haat,Chinese,500,3.5
Haldiram's,Dilshad Garden,North Indian,700,3.5
Muffins,District Centre,Bakery,400,3.5
Cafe E,DLF Emporio Mall,Cafe,1700,3.5
Al Zaitoon,DLF Place Mall,Lebanese,900,3.5
The Beer Cafe,DLF Place Mall,Finger Food,1300,3.5
McDonald's,DLF South Square,Fast Food,600,3.5
Domino's Pizza,East Patel Nagar,Pizza,800,3.5
Punjabi Chaap Corner,East Patel Nagar,North Indian,400,3.5
VC's Food Paradise,East Patel Nagar,North Indian,600,3.5
Lounge & Bar - Eros Hotel,Eros Hotel,Finger Food,3700,3.5
Nagpal Di Hatti,Geeta Colony,North Indian,300,3.5
Ramesh Vaishno Dhaba,Geeta Colony,North Indian,600,3.5
Cafe Turtle,Greater Kailash (GK) 1,Cafe,1100,3.5
Cafí© Healthilicious,Greater Kailash (GK) 1,Healthy Food,500,3.5
Fluffles - The Fluffy Waffle Co.,Greater Kailash (GK) 1,Desserts,400,3.5
Gatsby Kitchen & Bar by Club BW,Greater Kailash (GK) 1,Continental,2200,3.5
Grills & Platters,Greater Kailash (GK) 1,North Indian,1700,3.5
Starbucks,Greater Kailash (GK) 1,Cafe,800,3.5
Bikanervala,Greater Kailash (GK) 2,North Indian,600,3.5
Cocoberry,Greater Kailash (GK) 2,Desserts,400,3.5
Costa Coffee,Greater Kailash (GK) 2,Cafe,700,3.5
Country Curries,Greater Kailash (GK) 2,North Indian,900,3.5
Fitoor,Greater Kailash (GK) 2,American,1400,3.5
Mini Mughal,Greater Kailash (GK) 2,North Indian,1300,3.5
Nutritious Nation,Greater Kailash (GK) 2,Healthy Food,1000,3.5
Starbucks,Greater Kailash (GK) 2,Cafe,800,3.5
Swagath,Greater Kailash (GK) 2,North Indian,1600,3.5
The Health Box,Greater Kailash (GK) 2,Healthy Food,700,3.5
Chehel Pehel,Greater Kailash (GK) 3,North Indian,800,3.5
Adyar Ananda Bhavan,Green Park,South Indian,600,3.5
Drums of Heaven,Green Park,Chinese,1900,3.5
Evergreen Sweet House,Green Park,South Indian,500,3.5
Keventers,Green Park,Beverages,300,3.5
Tamura,Green Park,Japanese,1600,3.5
The Clay Oven,Green Park,North Indian,1300,3.5
New Vikrant Restaurant,GTB Nagar,North Indian,600,3.5
Ashok Meat Wala,Gujranwala Town,Mughlai,600,3.5
Roti Aur Boti,Gujranwala Town,Fast Food,200,3.5
Sahni Fish Corner,Gujranwala Town,Mughlai,400,3.5
Cafe Coffee Day,Hauz Khas,Cafe,500,3.5
South Cafe,Hauz Khas,South Indian,400,3.5
Sri Balaji,Hauz Khas,South Indian,400,3.5
Masha,Hauz Khas Village,North Indian,1300,3.5
Moonshine Cafe & Bar,Hauz Khas Village,Continental,2500,3.5
Royal Brewery Bistro,Hotel The Royal Plaza,Finger Food,2100,3.5
Bhatia Sweets,IP Extension,Mithai,200,3.5
De Cafepedia,IP Extension,Fast Food,300,3.5
Golf Bar - ITC Maurya,ITC Maurya,Drinks Only,3600,3.5
Udupi Cafe,ITO,South Indian,400,3.5
Kati Roll Cottage,Jail Road,Fast Food,300,3.5
Dil Pasand Biryani Point,Jama Masjid,Biryani,300,3.5
BarShala,Janakpuri,Finger Food,700,3.5
China Fort,Janakpuri,Chinese,800,3.5
Giani,Janakpuri,Ice Cream,500,3.5
KFC,Janakpuri,American,600,3.5
Tandoor Bar-Be-Que,Janakpuri,North Indian,700,3.5
The Pindi,Janakpuri,North Indian,1400,3.5
Thela,Janakpuri,North Indian,600,3.5
Beliram Degchiwala,Jangpura,North Indian,1000,3.5
Pal Refreshment Corner,Jangpura,North Indian,600,3.5
Transform Nutrition,Jangpura,Healthy Food,500,3.5
Pappu Chat Bhandar,Janpath,Street Food,200,3.5
ANF Kitchen Express,Jasola,North Indian,500,3.5
Eggspectation - Jaypee Siddharth,Jaypee Siddharth,European,3100,3.5
Paatra - Jaypee Vasant Continental,Jaypee Vasant Continental,North Indian,2600,3.5
RollsKing,JNU,Fast Food,400,3.5
MR.D - Deliciousness Delivered,Kailash Colony,North Indian,800,3.5
Circle Cafe and Bar,Kalkaji,Cafe,900,3.5
Giani's,Kalkaji,Ice Cream,500,3.5
Sant Sweets,Kalkaji,Street Food,300,3.5
Tikka- Way,Kalkaji,North Indian,900,3.5
Badri Prasad Ramesh Kumar Caterers,Kamla Nagar,North Indian,300,3.5
Keventers,Kamla Nagar,Beverages,300,3.5
Orange Tree Cafe,Kamla Nagar,Continental,700,3.5
Rigo Noodles,Kamla Nagar,Chinese,600,3.5
Shree Rathnam,Kamla Nagar,South Indian,900,3.5
Shri Bankey Bihari Brajwasi Rasgulle Wala,Kamla Nagar,Mithai,200,3.5
Subway,Kamla Nagar,American,600,3.5
Sweet Life By Henna,Kamla Nagar,Bakery,500,3.5
Ved Dhaba,Kamla Nagar,North Indian,400,3.5
Yadav Namkeens & Bakers,Kamla Nagar,Bakery,200,3.5
Cafe Shloka,Karkardooma,Cafe,1100,3.5
Chawla's Tandoori Junction,Karkardooma,North Indian,900,3.5
Kanwarji's,Karkardooma,Street Food,500,3.5
Urban Punjab,Karkardooma,North Indian,800,3.5
Bakeology,Karol Bagh,Bakery,500,3.5
Happy2Bake,Karol Bagh,Bakery,400,3.5
Nazeer Foods,Karol Bagh,Mughlai,700,3.5
Shri Rama Restaurant,Karol Bagh,North Indian,700,3.5
Sri Balaji,Karol Bagh,South Indian,700,3.5
Tera Hotel,Karol Bagh,North Indian,400,3.5
The Spot,Karol Bagh,Chinese,400,3.5
Wrapss,Karol Bagh,Chinese,400,3.5
Qureshi Kabab,Khan Market,Mughlai,500,3.5
Above & Beyond,Kirti Nagar,North Indian,1300,3.5
Bawa Chicken,Kirti Nagar,North Indian,700,3.5
Firangi Island,Kirti Nagar,North Indian,1300,3.5
Jeet Chaat Bhandar,Kirti Nagar,Street Food,200,3.5
Tikka Junction,Kirti Nagar,North Indian,800,3.5
Papa Pizza,Krishna Nagar,Pizza,500,3.5
The Nest,Lado Sarai,Continental,2300,3.5
Relax Restaurant,Lajpat Nagar 1,North Indian,900,3.5
Angel's Basket,Lajpat Nagar 2,Bakery,300,3.5
Wagh Bakri Tea Lounge,Lajpat Nagar 2,Cafe,600,3.5
Tibet Kitchen,Lajpat Nagar 4,Tibetan,600,3.5
Behrouz Biryani,Laxmi Nagar,Biryani,700,3.5
Burger King,Laxmi Nagar,Burger,600,3.5
Tantrum Coffee Bar,Laxmi Nagar,Cafe,600,3.5
Le Belvedere - Le Meridien,Le Meridien,Chinese,5100,3.5
Nero - Le Meridien,Le Meridien,Finger Food,3100,3.5
Slounge - Lemon Tree Premier,Lemon Tree Premier,North Indian,1100,3.5
Celeste,Lodhi Colony,Cafe,600,3.5
Lahori Gate,Lodhi Colony,Mughlai,1900,3.5
Beliram Degchiwala,Malviya Nagar,North Indian,1000,3.5
Chic Fish,Malviya Nagar,North Indian,800,3.5
Green Chick Chop,Malviya Nagar,Raw Meats,400,3.5
Max Grille and Kitchen,Malviya Nagar,North Indian,900,3.5
Noodle Box,Malviya Nagar,Chinese,800,3.5
RP's Restaurant,Malviya Nagar,Mughlai,800,3.5
Suribachi,Malviya Nagar,Asian,1600,3.5
Swagath,Malviya Nagar,North Indian,1600,3.5
The Salad Bowl,Malviya Nagar,Healthy Food,900,3.5
Ramji Di Hatti & Caterers,Mayapuri Phase 2,North Indian,400,3.5
Spicy Tadka,Mayapuri Phase 2,North Indian,700,3.5
Granny's Flavour,Mayur Vihar Phase 2,Street Food,200,3.5
Baked Buns,Mayur Vihar Phase 3,Fast Food,600,3.5
The Great Kabab Factory,MGF Metropolitan Mall,North Indian,2300,3.5
Cocoberry,Model Town 2,Desserts,400,3.5
El Posto,Model Town 2,Bakery,400,3.5
Pizza Station,Model Town 2,Pizza,400,3.5
Green Chick Chop,Model Town 3,Raw Meats,400,3.5
Berco's,Moments Mall,Chinese,1200,3.5
Dunkin' Donuts,Moments Mall,Burger,700,3.5
Giani's,Moments Mall,Ice Cream,500,3.5
Angels in my Kitchen,Moti Bagh,Bakery,400,3.5
Chin 10,Moti Nagar,North Indian,600,3.5
Yummy Adda,Mukherjee Nagar,North Indian,500,3.5
Asian Chopstick,Munirka,Chinese,500,3.5
Chinese Delights,Munirka,Chinese,500,3.5
Cafe Coffee Day,Netaji Subhash Place,Cafe,500,3.5
Pasta Hut,Netaji Subhash Place,Fast Food,500,3.5
Ram G Snacks & Food Corner,Netaji Subhash Place,North Indian,200,3.5
Utsav,Netaji Subhash Place,Bakery,300,3.5
Hwealthcafe,New Friends Colony,Cafe,900,3.5
Sushiya Express,New Friends Colony,Sushi,900,3.5
Red Moon Bakery,Okhla Phase 2,Bakery,500,3.5
Subway,Pacific Mall,American,600,3.5
The Bubble Tea,Pacific Mall,Beverages,300,3.5
Haldiram Bhujiawala,Paharganj,Street Food,500,3.5
Maa Bhagwati,Paharganj,North Indian,500,3.5
Baskin Robbins,Pandara Road Market,Ice Cream,400,3.5
Curry Tree,Paschim Vihar,North Indian,800,3.5
Friends Shawarma,Paschim Vihar,North Indian,400,3.5
Nirmal Vada Pav,Paschim Vihar,Street Food,300,3.5
Oasis Baklawa,Paschim Vihar,Fast Food,500,3.5
Giani,Patparganj,Ice Cream,500,3.5
Bharat Sweets,Pitampura,Mithai,300,3.5
Marshmallow Cakes & More,Pitampura,Bakery,400,3.5
Sharma Bakers,Pitampura,Bakery,300,3.5
Street Hawkers,Pitampura,Chinese,400,3.5
Tilak Munjal-R Panchkuian Samose Wale,Pitampura,Street Food,200,3.5
4th Street Cafe,Preet Vihar,Fast Food,600,3.5
Late Lateefe,Preet Vihar,North Indian,700,3.5
Blue Water Grille,Punjabi Bagh,North Indian,800,3.5
Gupta Sweets & Namkeen,Punjabi Bagh,Street Food,200,3.5
hug!,Punjabi Bagh,Desserts,400,3.5
Mughal Darbar,Punjabi Bagh,North Indian,700,3.5
Millionaire - Powered by Wrapss,Rajinder Nagar,Burger,500,3.5
Spooky Sky,Rajinder Nagar,Italian,700,3.5
The Canteen,Rajinder Nagar,Cafe,600,3.5
The Diet Kitchen,Rajinder Nagar,Continental,800,3.5
The Mashal,Rajinder Nagar,Mughlai,600,3.5
Bintang Sweet Thrills,Rajouri Garden,Desserts,300,3.5
Domino's Pizza,Rajouri Garden,Pizza,800,3.5
Grub House,Rajouri Garden,Italian,1800,3.5
The Masterpiece Cafe,Rajouri Garden,Cafe,1300,3.5
BTW,Rohini,South Indian,500,3.5
Chalte Firte Momos & Special Foods,Rohini,Fast Food,400,3.5
Domino's Pizza,Rohini,Pizza,800,3.5
Jhakkas,Rohini,Street Food,300,3.5
Kebab Xpress,Rohini,North Indian,700,3.5
McDonald's,Rohini,Fast Food,600,3.5
Moti Mahal Delux,Rohini,North Indian,900,3.5
Mr. Sub,Rohini,Fast Food,500,3.5
South Indian Corner,Rohini,South Indian,300,3.5
Vaishno Punjabi Dhaba,Rohini,North Indian,500,3.5
WTF - What's the Food?,Rohini,North Indian,500,3.5
Chawla Chicken,Safdarjung,North Indian,600,3.5
Freedom Corner,Safdarjung,Chinese,700,3.5
Rainbows,Safdarjung,Fast Food,500,3.5
Neha's Biscotte,Sarita Vihar,Bakery,500,3.5
"34, Chowringhee Lane",Satyaniketan,Fast Food,400,3.5
CAD M CAD B,Satyaniketan,Fast Food,700,3.5
Cafe Tansen,Satyaniketan,North Indian,1000,3.5
Giani,Satyaniketan,Ice Cream,500,3.5
High On Burgers,Satyaniketan,Fast Food,400,3.5
Joy Luck Moon,Select Citywalk Mall,Chinese,1900,3.5
Crazy Delights,Shahdara,Bakery,400,3.5
Hyderabad House,Shahpur Jat,Hyderabadi,800,3.5
Mumbai Matinee,Shahpur Jat,North Indian,1100,3.5
Spanish Delights,Shahpur Jat,Ice Cream,300,3.5
Aman-Deep Pure Veg,Shalimar Bagh,North Indian,500,3.5
Kwality Pastry Parlour,Shalimar Bagh,Bakery,300,3.5
McDonald's,Shalimar Bagh,Fast Food,600,3.5
Nagpal's,Shalimar Bagh,Street Food,300,3.5
Standard Ice Cream,Shalimar Bagh,Desserts,200,3.5
The Owl's Kitchen,South Extension 1,North Indian,1000,3.5
Daitchi,South Extension 2,Chinese,1200,3.5
Gupta's Restaurant,South Extension 2,North Indian,500,3.5
Mama's,South Extension 2,North Indian,1000,3.5
4 Barrels Cafí© & Lounge,Tagore Garden,North Indian,1300,3.5
Baadshah,Tagore Garden,North Indian,1100,3.5
Behrouz Biryani,Tagore Garden,Biryani,700,3.5
Galina Restaurant,Tagore Garden,North Indian,800,3.5
Ovenstory Pizza,Tagore Garden,Pizza,600,3.5
Aura - The Claridges,The Claridges,Continental,4200,3.5
Shree Rathnam,The India Mall,South Indian,900,3.5
24/7 Bar- The Lalit New Delhi,The Lalit New Delhi,Finger Food,3100,3.5
Spicy Duck - Taj Palace Hotel,The Taj Palace Hotel,Asian,4100,3.5
Mithlesh Ande Wala,Tilak Nagar,Street Food,200,3.5
Roti N Boti,Tilak Nagar,North Indian,400,3.5
Wow! Momo,V3S Mall,Tibetan,400,3.5
Majeed's,Vasant Kunj,Mughlai,900,3.5
Majlis-e-Mughal,Vasant Kunj,Mughlai,1000,3.5
AOWLS,Vasant Vihar,Chinese,400,3.5
Instapizza After Hours,Vasant Vihar,Pizza,1000,3.5
Chowringhee,Vijay Nagar,Fast Food,300,3.5
Flamess Restaurant & Cafe Village,Vijay Nagar,North Indian,800,3.5
Manohar Cakes & Bikaneri,Vijay Nagar,Mithai,200,3.5
Shyam Chaat Bhandar,Vijay Nagar,Street Food,200,3.5
Telegram,Vijay Nagar,Cafe,800,3.5
Baskin Robbins,Vikaspuri,Ice Cream,400,3.5
Pure Punjabi,Vikaspuri,North Indian,800,3.5
Bhappe Di Hatti,Vivek Vihar,North Indian,600,3.5
The Golden Dragon,West Gate Mall,Chinese,1600,3.5
Mitra Da Dhaba,West Patel Nagar,North Indian,500,3.5
221 B Baker Street,Brahmaputra Shopping Complex,Bakery,300,3.5
Haldiram's,Centre Stage Mall,North Indian,700,3.5
Maamouchee @ My Way,Centre Stage Mall,Italian,1200,3.5
Barista,DLF Mall of India,Cafe,700,3.5
Theos,DLF Mall of India,Bakery,600,3.5
Domino's Pizza,Greater Noida,Pizza,800,3.5
Uncle's Patty,Greater Noida,Fast Food,600,3.5
Chhote Nawab,Jaipuria Plaza,Lucknowi,300,3.5
Paatra - Jaypee Greens,Jaypee Greens Golf & Spa Resort,North Indian,3600,3.5
Biryani Blues,Logix City Centre,Biryani,1100,3.5
Keventers,Logix City Centre,Beverages,500,3.5
Kathi Junction,MSX Mall,Fast Food,500,3.5
S-18 - Radisson Blu,Radisson Blu,Mediterranean,3300,3.5
Aureo Dine & Bake House,Sector 110,North Indian,1100,3.5
The Kebab Company,Sector 110,Fast Food,500,3.5
Getafix Petit,Sector 15,Healthy Food,800,3.5
Hurry's Paratha,Sector 16,North Indian,300,3.5
Baby Dragon Bar & Restaurant,Sector 18,North Indian,1400,3.5
Deez Biryani & Kebabs,Sector 18,Biryani,700,3.5
DND,Sector 18,North Indian,400,3.5
Hungry Minister,Sector 18,Continental,500,3.5
Hurry's Paratha,Sector 18,Pizza,300,3.5
Sadda Adda,Sector 18,Fast Food,400,3.5
TFK - The Flaming Kick,Sector 18,North Indian,2400,3.5
The Great Kabab Factory,Sector 18,North Indian,2300,3.5
The Tandoori Village,Sector 18,North Indian,1600,3.5
Top Breads,Sector 18,Bakery,300,3.5
Oh My Scoop!,Sector 27,Ice Cream,300,3.5
